surface,molecule,functional,E_ads_DFT,E_ads_ML,delta_eV,source_commit
Rh100,methanol,pbe_d3,-1.122,-0.83,+0.292,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh100,methanol,r2scan,-1.012,-0.83,+0.182,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CH3,pbe,-2.250,-2.76,-0.511,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CH3,pbe_d3,-2.572,-2.76,-0.189,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CH3,r2scan,-2.184,-2.76,-0.577,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CO,pbe,-2.338,-2.61,-0.275,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CO,pbe_d3,-2.580,-2.61,-0.033,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CO,r2scan,-2.173,-2.61,-0.441,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CO2,pbe,-0.368,-0.53,-0.159,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,CO2,r2scan,-0.446,-0.53,-0.081,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,DME,r2scan,-0.870,-0.75,+0.120,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,H2O,pbe,-0.826,-1.04,-0.213,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,H2O,pbe_d3,-1.098,-1.04,+0.058,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,H2O,r2scan,-0.854,-1.04,-0.185,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,H2S,pbe,-2.207,-2.43,-0.219,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,H2S,pbe_d3,-2.683,-2.43,+0.257,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,H2S,r2scan,-2.083,-2.43,-0.344,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,N2,pbe,-1.182,-0.81,+0.368,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,N2,pbe_d3,-1.457,-0.81,+0.644,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,N2,r2scan,-1.040,-0.81,+0.226,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,NH3,pbe,-1.271,-1.57,-0.295,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,NH3,pbe_d3,-1.589,-1.57,+0.022,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,NH3,r2scan,-1.268,-1.57,-0.298,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,NO,pbe,-3.416,-3.06,+0.359,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,NO,pbe_d3,-3.665,-3.06,+0.608,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,SO2,pbe,-2.380,-2.35,+0.030,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,SO2,pbe_d3,-2.931,-2.35,+0.581,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,acetaldehyde,pbe,-1.284,-1.57,-0.282,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,acetaldehyde,pbe_d3,-1.747,-1.57,+0.180,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,acetaldehyde,r2scan,-1.471,-1.57,-0.095,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,acetic_acid,r2scan,-1.129,-1.06,+0.072,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethane,pbe,-0.282,-0.62,-0.339,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethane,pbe_d3,-0.604,-0.62,-0.018,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethane,r2scan,-0.443,-0.62,-0.178,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethanol,pbe,-0.885,-1.03,-0.142,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethanol,pbe_d3,-1.414,-1.03,+0.387,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethanol,r2scan,-0.983,-1.03,-0.044,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethene,pbe,-1.470,-1.99,-0.521,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethene,pbe_d3,-1.878,-1.99,-0.114,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,ethene,r2scan,-1.603,-1.99,-0.388,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,formaldehyde,pbe,-1.896,-2.08,-0.187,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,formaldehyde,pbe_d3,-2.289,-2.08,+0.206,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,formaldehyde,r2scan,-2.092,-2.08,+0.009,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,formic_acid,pbe,-1.047,-1.06,-0.016,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,formic_acid,pbe_d3,-1.462,-1.06,+0.399,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,methane,pbe,-0.397,-0.71,-0.317,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,methane,pbe_d3,-0.708,-0.71,-0.005,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,methane,r2scan,-0.425,-0.71,-0.288,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,methanol,pbe,-0.867,-0.96,-0.095,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,methanol,pbe_d3,-1.261,-0.96,+0.298,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh110,methanol,r2scan,-0.920,-0.96,-0.043,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,CH3,pbe,-2.441,-2.58,-0.135,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,CH3,pbe_d3,-2.745,-2.58,+0.170,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,CO,pbe,-2.710,-2.59,+0.120,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,CO,pbe_d3,-2.980,-2.59,+0.390,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,CO2,pbe,-0.710,-0.46,+0.250,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,DME,r2scan,-1.41,-0.63,+0.78,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,H2O,pbe,-1.031,-0.86,+0.175,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,H2O,pbe_d3,-1.291,-0.86,+0.435,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,H2S,pbe,-1.472,-1.12,+0.349,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,H2S,pbe_d3,-1.901,-1.12,+0.778,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,N2,pbe,-1.225,-0.72,+0.505,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,N2,pbe_d3,-1.512,-0.72,+0.791,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,NH3,pbe,-1.602,-1.53,+0.073,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,NH3,pbe_d3,-1.927,-1.53,+0.397,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,NO,pbe,-3.555,-2.83,+0.730,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,NO,pbe_d3,-3.836,-2.83,+1.011,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,SO2,pbe,-2.195,-1.84,+0.355,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,SO2,pbe_d3,-2.744,-1.84,+0.904,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,acetaldehyde,pbe,-1.004,-0.82,+0.185,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,acetaldehyde,pbe_d3,-1.447,-0.82,+0.629,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,acetaldehyde,r2scan,-1.34,-0.82,+0.52,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,acetic_acid,r2scan,-1.57,-0.95,+0.63,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethane,pbe,-0.702,-0.52,+0.179,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethane,pbe_d3,-1.109,-0.52,+0.586,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethane,r2scan,-0.82,-0.52,+0.30,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethanol,pbe,-1.047,-0.81,+0.233,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethanol,pbe_d3,-1.580,-0.81,+0.765,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethanol,r2scan,-1.48,-0.81,+0.66,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethene,pbe,-1.603,-1.54,+0.061,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethene,pbe_d3,-2.062,-1.54,+0.519,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,ethene,r2scan,-2.00,-1.54,+0.46,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,formaldehyde,pbe,-1.554,-1.23,+0.328,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,formaldehyde,pbe_d3,-1.719,-1.23,+0.493,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,formic_acid,pbe,-1.109,-0.91,+0.202,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,formic_acid,pbe_d3,-1.515,-0.91,+0.608,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,methane,pbe,-0.655,-0.63,+0.029,11b026e8de754c84d5b784e3036e0063b5e3c391
Rh111,methane,pbe_d3,-0.950,-0.63,+0.324,11b026e8de754c84d5b784e3036e0063b5e3c391
