name,surface,molecule,category,min_dist,pair,pair_labels,min_dist_heavy,pair_heavy,n_metal,n_mol,mol_elems,png
Cr100_4-methylguaiacol,Cr100,4-methylguaiacol,detached,4.844,Cr-H,Cr36...H2,5.46,Cr-C,36,20,CHO,Cr100_4-methylguaiacol.png
Cr100_5-HMF,Cr100,5-HMF,detached,4.337,Cr-H,Cr30...H4,4.66,Cr-C,36,15,CHO,Cr100_5-HMF.png
Cr100_5-heptanone,Cr100,5-heptanone,borderline,3.165,Cr-H,Cr33...H5,4.196,Cr-C,36,22,CHO,Cr100_5-heptanone.png
Cr100_5-methylfurfural,Cr100,5-methylfurfural,detached,4.475,Cr-H,Cr30...H5,5.16,Cr-C,36,14,CHO,Cr100_5-methylfurfural.png
Cr100_CH2,Cr100,CH2,reasonable,2.097,Cr-C,Cr35...C1,2.097,Cr-C,36,3,CH,Cr100_CH2.png
Cr100_CH3,Cr100,CH3,reasonable,2.142,Cr-C,Cr35...C1,2.142,Cr-C,36,4,CH,Cr100_CH3.png
Cr100_CH4,Cr100,CH4,borderline,3.195,Cr-H,Cr33...H3,3.529,Cr-C,36,5,CH,Cr100_CH4.png
Cr100_CO,Cr100,CO,detached,5.712,Cr-C,Cr28...C1,5.712,Cr-C,36,2,CO,Cr100_CO.png
Cr100_CO2,Cr100,CO2,detached,5.87,Cr-C,Cr35...C1,5.87,Cr-C,36,3,CO,Cr100_CO2.png
Cr100_D-fructofuranose,Cr100,D-fructofuranose,detached,4.547,Cr-H,Cr33...H5,5.255,Cr-C,36,20,CHO,Cr100_D-fructofuranose.png
Cr100_D-xylopyranose,Cr100,D-xylopyranose,detached,4.813,Cr-H,Cr33...H9,5.673,Cr-O,36,20,CHO,Cr100_D-xylopyranose.png
Cr100_DME,Cr100,DME,detached,4.322,Cr-H,Cr32...H5,5.129,Cr-C,36,9,CHO,Cr100_DME.png
Cr100_DMSO,Cr100,DMSO,borderline,3.155,Cr-H,Cr36...H3,3.577,Cr-C,36,10,CHOS,Cr100_DMSO.png
Cr100_H2,Cr100,H2,reasonable,1.815,Cr-H,Cr35...H2,,,36,2,H,Cr100_H2.png
Cr100_H2O,Cr100,H2O,detached,5.619,Cr-H,Cr32...H2,6.192,Cr-O,36,3,HO,Cr100_H2O.png
Cr100_H2S,Cr100,H2S,reasonable,2.317,Cr-S,Cr33...S1,2.317,Cr-S,36,3,HS,Cr100_H2S.png
Cr100_HCO,Cr100,HCO,detached,4.555,Cr-H,Cr36...H2,5.305,Cr-C,36,4,CHO,Cr100_HCO.png
Cr100_N2,Cr100,N2,reasonable,1.925,Cr-N,Cr35...N2,1.925,Cr-N,36,2,N,Cr100_N2.png
Cr100_NH3,Cr100,NH3,reasonable,2.158,Cr-N,Cr35...N1,2.158,Cr-N,36,4,HN,Cr100_NH3.png
Cr100_NO,Cr100,NO,detached,5.756,Cr-N,Cr32...N1,5.756,Cr-N,36,2,NO,Cr100_NO.png
Cr100_NO2,Cr100,NO2,detached,5.66,Cr-N,Cr30...N1,5.66,Cr-N,36,3,NO,Cr100_NO2.png
Cr100_O2,Cr100,O2,detached,5.997,Cr-O,Cr35...O2,5.997,Cr-O,36,2,O,Cr100_O2.png
Cr100_SO2,Cr100,SO2,detached,5.337,Cr-S,Cr35...S1,5.337,Cr-S,36,3,OS,Cr100_SO2.png
Cr100_THF,Cr100,THF,borderline,3.363,Cr-H,Cr35...H4,4.274,Cr-C,36,13,CHO,Cr100_THF.png
Cr100_acetal,Cr100,acetal,detached,4.373,Cr-H,Cr30...H14,5.315,Cr-C,36,22,CHO,Cr100_acetal.png
Cr100_acetaldehyde,Cr100,acetaldehyde,detached,4.12,Cr-H,Cr32...H4,4.647,Cr-C,36,7,CHO,Cr100_acetaldehyde.png
Cr100_acetic_acid,Cr100,acetic_acid,detached,4.097,Cr-H,Cr33...H2,4.609,Cr-C,36,8,CHO,Cr100_acetic_acid.png
Cr100_acetone,Cr100,acetone,detached,3.805,Cr-H,Cr32...H5,4.476,Cr-C,36,10,CHO,Cr100_acetone.png
Cr100_acetophenone,Cr100,acetophenone,detached,4.221,Cr-H,Cr34...H5,4.359,Cr-C,36,17,CHO,Cr100_acetophenone.png
Cr100_alpha-D-glucopyranose,Cr100,alpha-D-glucopyranose,detached,4.622,Cr-H,Cr32...H4,5.503,Cr-O,36,24,CHO,Cr100_alpha-D-glucopyranose.png
Cr100_angelica_lactone,Cr100,angelica_lactone,detached,4.227,Cr-H,Cr30...H5,5.028,Cr-C,36,13,CHO,Cr100_angelica_lactone.png
Cr100_aniline,Cr100,aniline,reasonable,2.115,Cr-C,Cr29...C4,2.115,Cr-C,36,14,CHN,Cr100_aniline.png
Cr100_benzaldehyde,Cr100,benzaldehyde,detached,4.102,Cr-H,Cr29...H5,4.268,Cr-C,36,14,CHO,Cr100_benzaldehyde.png
Cr100_benzene,Cr100,benzene,reasonable,2.184,Cr-C,Cr29...C6,2.184,Cr-C,36,12,CH,Cr100_benzene.png
Cr100_butadiene,Cr100,butadiene,reasonable,2.191,Cr-H,Cr35...H2,2.201,Cr-C,36,10,CH,Cr100_butadiene.png
Cr100_butanal,Cr100,butanal,reasonable,2.709,Cr-H,Cr36...H3,3.607,Cr-C,36,13,CHO,Cr100_butanal.png
Cr100_butane,Cr100,butane,reasonable,2.487,Cr-H,Cr35...H3,3.59,Cr-C,36,14,CH,Cr100_butane.png
Cr100_butyric_acid,Cr100,butyric_acid,reasonable,2.403,Cr-H,Cr32...H3,3.291,Cr-C,36,14,CHO,Cr100_butyric_acid.png
Cr100_caproic_acid,Cr100,caproic_acid,reasonable,2.789,Cr-H,Cr35...H9,3.876,Cr-C,36,20,CHO,Cr100_caproic_acid.png
Cr100_carbonate,Cr100,carbonate,detached,5.928,Cr-C,Cr35...C1,5.928,Cr-C,36,4,CO,Cr100_carbonate.png
Cr100_citric_acid,Cr100,citric_acid,detached,5.106,Cr-H,Cr33...H2,5.802,Cr-O,36,21,CHO,Cr100_citric_acid.png
Cr100_cyclobutanone,Cr100,cyclobutanone,borderline,3.083,Cr-H,Cr36...H3,4.173,Cr-C,36,11,CHO,Cr100_cyclobutanone.png
Cr100_cyclohexanone,Cr100,cyclohexanone,reasonable,2.864,Cr-H,Cr32...H5,3.963,Cr-C,36,17,CHO,Cr100_cyclohexanone.png
Cr100_cyclopentanone,Cr100,cyclopentanone,borderline,3.158,Cr-H,Cr35...H6,4.216,Cr-C,36,14,CHO,Cr100_cyclopentanone.png
Cr100_diethyl_ether,Cr100,diethyl_ether,detached,3.948,Cr-H,Cr29...H7,4.769,Cr-C,36,15,CHO,Cr100_diethyl_ether.png
Cr100_dimethyl_succinate,Cr100,dimethyl_succinate,detached,4.65,Cr-H,Cr28...H5,5.727,Cr-C,36,17,CHO,Cr100_dimethyl_succinate.png
Cr100_ethane,Cr100,ethane,reasonable,2.435,Cr-H,Cr32...H3,3.472,Cr-C,36,8,CH,Cr100_ethane.png
Cr100_ethanol,Cr100,ethanol,detached,3.914,Cr-H,Cr35...H4,4.515,Cr-C,36,9,CHO,Cr100_ethanol.png
Cr100_ethene,Cr100,ethene,reasonable,2.17,Cr-H,Cr35...H1,2.179,Cr-C,36,6,CH,Cr100_ethene.png
Cr100_ethyl_acetate,Cr100,ethyl_acetate,detached,4.132,Cr-H,Cr36...H2,5.027,Cr-C,36,14,CHO,Cr100_ethyl_acetate.png
Cr100_ethylene,Cr100,ethylene,reasonable,2.175,Cr-H,Cr34...H4,2.181,Cr-C,36,6,CH,Cr100_ethylene.png
Cr100_ethylene_glycol,Cr100,ethylene_glycol,detached,4.181,Cr-H,Cr32...H2,4.83,Cr-C,36,10,CHO,Cr100_ethylene_glycol.png
Cr100_eugenol,Cr100,eugenol,reasonable,2.138,Cr-H,Cr32...H4,2.159,Cr-C,36,24,CHO,Cr100_eugenol.png
Cr100_formaldehyde,Cr100,formaldehyde,detached,4.616,Cr-H,Cr35...H2,5.334,Cr-C,36,4,CHO,Cr100_formaldehyde.png
Cr100_formate,Cr100,formate,detached,4.479,Cr-H,Cr36...H1,5.576,Cr-C,36,4,CHO,Cr100_formate.png
Cr100_formic_acid,Cr100,formic_acid,detached,4.656,Cr-H,Cr32...H2,5.539,Cr-C,36,5,CHO,Cr100_formic_acid.png
Cr100_furan,Cr100,furan,detached,4.101,Cr-H,Cr32...H2,4.528,Cr-C,36,9,CHO,Cr100_furan.png
Cr100_furfural,Cr100,furfural,detached,3.648,Cr-H,Cr30...H3,4.315,Cr-C,36,11,CHO,Cr100_furfural.png
Cr100_furfuryl_alcohol,Cr100,furfuryl_alcohol,detached,4.383,Cr-H,Cr32...H5,4.966,Cr-C,36,13,CHO,Cr100_furfuryl_alcohol.png
Cr100_gamma_butyrolactone,Cr100,gamma_butyrolactone,detached,4.087,Cr-H,Cr32...H1,4.918,Cr-C,36,12,CHO,Cr100_gamma_butyrolactone.png
Cr100_gamma_valerolactone,Cr100,gamma_valerolactone,detached,3.673,Cr-H,Cr36...H5,4.534,Cr-C,36,15,CHO,Cr100_gamma_valerolactone.png
Cr100_gluconic_acid,Cr100,gluconic_acid,detached,5.146,Cr-H,Cr29...H10,5.638,Cr-O,36,25,CHO,Cr100_gluconic_acid.png
Cr100_glutaric_acid,Cr100,glutaric_acid,detached,4.396,Cr-H,Cr34...H3,5.009,Cr-C,36,17,CHO,Cr100_glutaric_acid.png
Cr100_glycerol,Cr100,glycerol,detached,4.574,Cr-H,Cr33...H3,5.559,Cr-C,36,14,CHO,Cr100_glycerol.png
Cr100_glycolic_acid,Cr100,glycolic_acid,detached,4.639,Cr-H,Cr31...H2,5.659,Cr-C,36,9,CHO,Cr100_glycolic_acid.png
Cr100_glyoxal,Cr100,glyoxal,detached,4.681,Cr-H,Cr32...H1,5.44,Cr-C,36,6,CHO,Cr100_glyoxal.png
Cr100_guaiacol,Cr100,guaiacol,detached,4.658,Cr-H,Cr31...H6,4.819,Cr-C,36,17,CHO,Cr100_guaiacol.png
Cr100_heptane,Cr100,heptane,reasonable,2.681,Cr-H,Cr36...H7,3.758,Cr-C,36,23,CH,Cr100_heptane.png
Cr100_heptene,Cr100,heptene,reasonable,2.008,Cr-H,Cr36...H12,2.167,Cr-C,36,21,CH,Cr100_heptene.png
Cr100_hexanal,Cr100,hexanal,borderline,3.105,Cr-H,Cr35...H1,4.118,Cr-C,36,19,CHO,Cr100_hexanal.png
Cr100_hexane,Cr100,hexane,reasonable,2.498,Cr-H,Cr33...H7,3.6,Cr-C,36,20,CH,Cr100_hexane.png
Cr100_hexene,Cr100,hexene,borderline,3.381,Cr-H,Cr33...H7,4.407,Cr-C,36,18,CH,Cr100_hexene.png
Cr100_hydroquinone,Cr100,hydroquinone,detached,5.682,Cr-H,Cr33...H2,5.847,Cr-C,36,14,CHO,Cr100_hydroquinone.png
Cr100_hydroxyacetaldehyde,Cr100,hydroxyacetaldehyde,detached,4.541,Cr-H,Cr36...H2,5.599,Cr-C,36,8,CHO,Cr100_hydroxyacetaldehyde.png
Cr100_isobutane,Cr100,isobutane,reasonable,2.722,Cr-H,Cr33...H4,3.838,Cr-C,36,14,CH,Cr100_isobutane.png
Cr100_isobutene,Cr100,isobutene,detached,4.278,Cr-H,Cr36...H4,4.352,Cr-C,36,12,CH,Cr100_isobutene.png
Cr100_isoeugenol,Cr100,isoeugenol,detached,4.389,Cr-H,Cr31...H3,5.134,Cr-C,36,24,CHO,Cr100_isoeugenol.png
Cr100_isopentane,Cr100,isopentane,reasonable,2.535,Cr-H,Cr33...H9,3.641,Cr-C,36,17,CH,Cr100_isopentane.png
Cr100_isoprene,Cr100,isoprene,reasonable,2.103,Cr-C,Cr33...C2,2.103,Cr-C,36,13,CH,Cr100_isoprene.png
Cr100_isopropanol,Cr100,isopropanol,detached,3.914,Cr-H,Cr34...H2,4.512,Cr-C,36,12,CHO,Cr100_isopropanol.png
Cr100_itaconic_acid,Cr100,itaconic_acid,detached,4.516,Cr-H,Cr35...H2,4.881,Cr-C,36,15,CHO,Cr100_itaconic_acid.png
Cr100_lactic_acid,Cr100,lactic_acid,detached,3.974,Cr-H,Cr32...H3,4.454,Cr-C,36,12,CHO,Cr100_lactic_acid.png
Cr100_levoglucosan,Cr100,levoglucosan,detached,3.936,Cr-H,Cr33...H8,4.952,Cr-C,36,21,CHO,Cr100_levoglucosan.png
Cr100_levulinic_acid,Cr100,levulinic_acid,detached,3.682,Cr-H,Cr31...H5,4.634,Cr-C,36,16,CHO,Cr100_levulinic_acid.png
Cr100_malic_acid,Cr100,malic_acid,detached,4.476,Cr-H,Cr30...H2,5.226,Cr-C,36,15,CHO,Cr100_malic_acid.png
Cr100_malonic_acid,Cr100,malonic_acid,detached,4.769,Cr-H,Cr33...H2,5.819,Cr-C,36,11,CHO,Cr100_malonic_acid.png
Cr100_methanol,Cr100,methanol,detached,4.26,Cr-H,Cr36...H3,4.69,Cr-C,36,6,CHO,Cr100_methanol.png
Cr100_methylmethacrylate,Cr100,methylmethacrylate,detached,4.504,Cr-H,Cr35...H7,4.934,Cr-C,36,15,CHO,Cr100_methylmethacrylate.png
Cr100_propane,Cr100,propane,reasonable,2.555,Cr-H,Cr32...H5,3.658,Cr-C,36,11,CH,Cr100_propane.png
Cr100_propanol,Cr100,propanol,reasonable,2.451,Cr-H,Cr32...H3,3.561,Cr-C,36,12,CHO,Cr100_propanol.png
Cr100_propene,Cr100,propene,reasonable,2.035,Cr-H,Cr29...H1,2.185,Cr-C,36,9,CH,Cr100_propene.png
Cr100_propionic_acid,Cr100,propionic_acid,reasonable,2.374,Cr-H,Cr29...H1,3.416,Cr-C,36,11,CHO,Cr100_propionic_acid.png
Cr100_pyruvic_acid,Cr100,pyruvic_acid,detached,4.042,Cr-H,Cr30...H3,4.977,Cr-C,36,10,CHO,Cr100_pyruvic_acid.png
Cr100_toluene,Cr100,toluene,reasonable,2.143,Cr-C,Cr35...C5,2.143,Cr-C,36,15,CH,Cr100_toluene.png
Cr100_valeric_acid,Cr100,valeric_acid,reasonable,2.72,Cr-H,Cr35...H6,3.823,Cr-C,36,17,CHO,Cr100_valeric_acid.png
Cr110_1-butene,Cr110,1-butene,borderline,3.473,Cr-H,Cr22...H3,4.357,Cr-C,24,12,CH,Cr110_1-butene.png
Cr110_1-pentene,Cr110,1-pentene,detached,3.641,Cr-H,Cr19...H8,4.331,Cr-C,24,15,CH,Cr110_1-pentene.png
Cr110_2-pentanone,Cr110,2-pentanone,borderline,3.163,Cr-H,Cr20...H5,4.166,Cr-C,24,16,CHO,Cr110_2-pentanone.png
Cr110_3-MTHF,Cr110,3-MTHF,borderline,3.507,Cr-H,Cr23...H5,4.478,Cr-C,24,16,CHO,Cr110_3-MTHF.png
Cr110_3-hydroxypropionic_acid,Cr110,3-hydroxypropionic_acid,detached,4.381,Cr-H,Cr23...H4,5.173,Cr-C,24,12,CHO,Cr110_3-hydroxypropionic_acid.png
Cr110_5-HMF,Cr110,5-HMF,detached,3.625,Cr-H,Cr23...H4,4.562,Cr-C,24,15,CHO,Cr110_5-HMF.png
Cr110_5-heptanone,Cr110,5-heptanone,borderline,3.585,Cr-H,Cr24...H6,4.39,Cr-C,24,22,CHO,Cr110_5-heptanone.png
Cr110_CO,Cr110,CO,detached,5.38,Cr-C,Cr19...C1,5.38,Cr-C,24,2,CO,Cr110_CO.png
Cr110_CO2,Cr110,CO2,detached,6.005,Cr-O,Cr21...O2,6.005,Cr-O,24,3,CO,Cr110_CO2.png
Cr110_DME,Cr110,DME,detached,5.315,Cr-H,Cr23...H5,6.394,Cr-C,24,9,CHO,Cr110_DME.png
Cr110_H2O,Cr110,H2O,detached,5.563,Cr-H,Cr23...H2,6.401,Cr-O,24,3,HO,Cr110_H2O.png
Cr110_acetaldehyde,Cr110,acetaldehyde,detached,3.977,Cr-H,Cr22...H3,4.732,Cr-C,24,7,CHO,Cr110_acetaldehyde.png
Cr110_acetic_acid,Cr110,acetic_acid,detached,3.767,Cr-H,Cr20...H1,4.764,Cr-C,24,8,CHO,Cr110_acetic_acid.png
Cr110_benzene,Cr110,benzene,borderline,3.311,Cr-H,Cr19...H3,4.144,Cr-C,24,12,CH,Cr110_benzene.png
Cr110_butadiene,Cr110,butadiene,borderline,3.51,Cr-H,Cr24...H4,4.583,Cr-C,24,10,CH,Cr110_butadiene.png
Cr110_butyric_acid,Cr110,butyric_acid,detached,3.632,Cr-H,Cr21...H2,4.482,Cr-C,24,14,CHO,Cr110_butyric_acid.png
Cr110_caproic_acid,Cr110,caproic_acid,borderline,3.283,Cr-H,Cr24...H2,4.334,Cr-C,24,20,CHO,Cr110_caproic_acid.png
Cr110_cyclopentanone,Cr110,cyclopentanone,detached,3.659,Cr-H,Cr22...H4,4.376,Cr-C,24,14,CHO,Cr110_cyclopentanone.png
Cr110_ethane,Cr110,ethane,borderline,3.557,Cr-H,Cr20...H3,4.483,Cr-C,24,8,CH,Cr110_ethane.png
Cr110_ethanol,Cr110,ethanol,borderline,3.586,Cr-H,Cr22...H5,4.409,Cr-C,24,9,CHO,Cr110_ethanol.png
Cr110_ethene,Cr110,ethene,detached,3.693,Cr-H,Cr19...H1,4.581,Cr-C,24,6,CH,Cr110_ethene.png
Cr110_ethylene,Cr110,ethylene,detached,3.802,Cr-H,Cr23...H1,4.633,Cr-C,24,6,CH,Cr110_ethylene.png
Cr110_formic_acid,Cr110,formic_acid,detached,4.787,Cr-H,Cr20...H2,5.74,Cr-C,24,5,CHO,Cr110_formic_acid.png
Cr110_furfural,Cr110,furfural,detached,3.634,Cr-H,Cr22...H3,4.567,Cr-C,24,11,CHO,Cr110_furfural.png
Cr110_glycerol,Cr110,glycerol,detached,4.669,Cr-H,Cr19...H6,5.493,Cr-C,24,14,CHO,Cr110_glycerol.png
Cr110_isobutene,Cr110,isobutene,borderline,3.578,Cr-H,Cr20...H4,4.484,Cr-C,24,12,CH,Cr110_isobutene.png
Cr110_isoprene,Cr110,isoprene,borderline,3.497,Cr-H,Cr20...H6,4.405,Cr-C,24,13,CH,Cr110_isoprene.png
Cr110_isopropanol,Cr110,isopropanol,detached,3.606,Cr-H,Cr20...H1,4.565,Cr-C,24,12,CHO,Cr110_isopropanol.png
Cr110_itaconic_acid,Cr110,itaconic_acid,detached,4.278,Cr-H,Cr22...H4,4.88,Cr-C,24,15,CHO,Cr110_itaconic_acid.png
Cr110_lactic_acid,Cr110,lactic_acid,detached,4.239,Cr-H,Cr20...H1,4.651,Cr-C,24,12,CHO,Cr110_lactic_acid.png
Cr110_methanol,Cr110,methanol,detached,4.481,Cr-H,Cr19...H3,5.075,Cr-C,24,6,CHO,Cr110_methanol.png
Cr110_methylmethacrylate,Cr110,methylmethacrylate,detached,3.714,Cr-H,Cr19...H4,4.785,Cr-C,24,15,CHO,Cr110_methylmethacrylate.png
Cr110_propane,Cr110,propane,borderline,3.566,Cr-H,Cr19...H6,4.441,Cr-C,24,11,CH,Cr110_propane.png
Cr110_propanol,Cr110,propanol,borderline,3.534,Cr-H,Cr20...H2,4.518,Cr-C,24,12,CHO,Cr110_propanol.png
Cr110_propene,Cr110,propene,borderline,3.401,Cr-H,Cr22...H4,4.452,Cr-C,24,9,CH,Cr110_propene.png
Cr110_propionic_acid,Cr110,propionic_acid,detached,3.907,Cr-H,Cr19...H4,4.531,Cr-C,24,11,CHO,Cr110_propionic_acid.png
Cr110_pyruvic_acid,Cr110,pyruvic_acid,detached,3.843,Cr-H,Cr19...H2,4.744,Cr-C,24,10,CHO,Cr110_pyruvic_acid.png
Cr110_toluene,Cr110,toluene,borderline,3.405,Cr-H,Cr22...H5,4.321,Cr-C,24,15,CH,Cr110_toluene.png
Cr110_valeric_acid,Cr110,valeric_acid,detached,3.769,Cr-H,Cr20...H1,4.557,Cr-C,24,17,CHO,Cr110_valeric_acid.png
Cr111_1-butene,Cr111,1-butene,reasonable,2.094,Cr-C,Cr62...C3,2.094,Cr-C,64,12,CH,Cr111_1-butene.png
Cr111_1-pentene,Cr111,1-pentene,reasonable,2.056,Cr-C,Cr59...C4,2.056,Cr-C,64,15,CH,Cr111_1-pentene.png
Cr111_2-pentanone,Cr111,2-pentanone,reasonable,2.84,Cr-H,Cr58...H1,3.317,Cr-C,64,16,CHO,Cr111_2-pentanone.png
Cr111_3-MTHF,Cr111,3-MTHF,borderline,3.592,Cr-H,Cr58...H6,4.298,Cr-C,64,16,CHO,Cr111_3-MTHF.png
Cr111_3-hydroxypropionic_acid,Cr111,3-hydroxypropionic_acid,detached,4.262,Cr-H,Cr62...H5,5.059,Cr-C,64,12,CHO,Cr111_3-hydroxypropionic_acid.png
Cr111_5-HMF,Cr111,5-HMF,detached,4.609,Cr-H,Cr59...H4,4.856,Cr-C,64,15,CHO,Cr111_5-HMF.png
Cr111_5-heptanone,Cr111,5-heptanone,reasonable,2.894,Cr-H,Cr59...H8,3.96,Cr-C,64,22,CHO,Cr111_5-heptanone.png
Cr111_CO,Cr111,CO,detached,5.391,Cr-C,Cr51...C1,5.391,Cr-C,64,2,CO,Cr111_CO.png
Cr111_CO2,Cr111,CO2,detached,5.978,Cr-O,Cr59...O2,5.978,Cr-O,64,3,CO,Cr111_CO2.png
Cr111_DME,Cr111,DME,detached,4.26,Cr-H,Cr59...H6,4.819,Cr-C,64,9,CHO,Cr111_DME.png
Cr111_H2O,Cr111,H2O,detached,5.336,Cr-H,Cr63...H2,5.978,Cr-O,64,3,HO,Cr111_H2O.png
Cr111_acetaldehyde,Cr111,acetaldehyde,borderline,3.448,Cr-H,Cr58...H2,4.088,Cr-C,64,7,CHO,Cr111_acetaldehyde.png
Cr111_acetic_acid,Cr111,acetic_acid,borderline,3.403,Cr-H,Cr62...H3,4.243,Cr-C,64,8,CHO,Cr111_acetic_acid.png
Cr111_benzene,Cr111,benzene,borderline,3.262,Cr-C,Cr59...C1,3.262,Cr-C,64,12,CH,Cr111_benzene.png
Cr111_butadiene,Cr111,butadiene,reasonable,2.038,Cr-C,Cr54...C2,2.038,Cr-C,64,10,CH,Cr111_butadiene.png
Cr111_butyric_acid,Cr111,butyric_acid,reasonable,2.659,Cr-H,Cr63...H3,3.313,Cr-C,64,14,CHO,Cr111_butyric_acid.png
Cr111_caproic_acid,Cr111,caproic_acid,reasonable,2.855,Cr-H,Cr59...H9,3.483,Cr-C,64,20,CHO,Cr111_caproic_acid.png
Cr111_cyclopentanone,Cr111,cyclopentanone,detached,3.718,Cr-H,Cr59...H4,4.376,Cr-C,64,14,CHO,Cr111_cyclopentanone.png
Cr111_ethane,Cr111,ethane,borderline,3.029,Cr-H,Cr58...H5,3.403,Cr-C,64,8,CH,Cr111_ethane.png
Cr111_ethanol,Cr111,ethanol,detached,3.641,Cr-H,Cr58...H4,3.975,Cr-C,64,9,CHO,Cr111_ethanol.png
Cr111_ethene,Cr111,ethene,reasonable,2.08,Cr-C,Cr54...C2,2.08,Cr-C,64,6,CH,Cr111_ethene.png
Cr111_ethylene,Cr111,ethylene,reasonable,2.077,Cr-C,Cr59...C1,2.077,Cr-C,64,6,CH,Cr111_ethylene.png
Cr111_formic_acid,Cr111,formic_acid,detached,4.885,Cr-H,Cr51...H2,5.751,Cr-C,64,5,CHO,Cr111_formic_acid.png
Cr111_furfural,Cr111,furfural,detached,3.797,Cr-H,Cr58...H3,4.47,Cr-C,64,11,CHO,Cr111_furfural.png
Cr111_glycerol,Cr111,glycerol,detached,3.69,Cr-H,Cr59...H4,4.46,Cr-C,64,14,CHO,Cr111_glycerol.png
Cr111_isobutene,Cr111,isobutene,borderline,3.312,Cr-H,Cr58...H4,3.478,Cr-C,64,12,CH,Cr111_isobutene.png
Cr111_isoprene,Cr111,isoprene,reasonable,2.072,Cr-C,Cr60...C3,2.072,Cr-C,64,13,CH,Cr111_isoprene.png
Cr111_isopropanol,Cr111,isopropanol,borderline,3.457,Cr-H,Cr55...H6,4.035,Cr-C,64,12,CHO,Cr111_isopropanol.png
Cr111_itaconic_acid,Cr111,itaconic_acid,detached,3.814,Cr-H,Cr59...H5,4.357,Cr-C,64,15,CHO,Cr111_itaconic_acid.png
Cr111_lactic_acid,Cr111,lactic_acid,detached,3.843,Cr-H,Cr54...H1,4.264,Cr-C,64,12,CHO,Cr111_lactic_acid.png
Cr111_methanol,Cr111,methanol,detached,4.152,Cr-H,Cr54...H1,4.531,Cr-C,64,6,CHO,Cr111_methanol.png
Cr111_methylmethacrylate,Cr111,methylmethacrylate,borderline,3.343,Cr-H,Cr59...H4,3.752,Cr-C,64,15,CHO,Cr111_methylmethacrylate.png
Cr111_propane,Cr111,propane,reasonable,2.736,Cr-H,Cr58...H7,3.523,Cr-C,64,11,CH,Cr111_propane.png
Cr111_propanol,Cr111,propanol,borderline,3.172,Cr-H,Cr63...H2,4.147,Cr-C,64,12,CHO,Cr111_propanol.png
Cr111_propene,Cr111,propene,reasonable,1.994,Cr-H,Cr54...H1,2.05,Cr-C,64,9,CH,Cr111_propene.png
Cr111_propionic_acid,Cr111,propionic_acid,borderline,3.242,Cr-H,Cr59...H2,3.784,Cr-C,64,11,CHO,Cr111_propionic_acid.png
Cr111_pyruvic_acid,Cr111,pyruvic_acid,detached,4.016,Cr-H,Cr61...H2,4.78,Cr-C,64,10,CHO,Cr111_pyruvic_acid.png
Cr111_toluene,Cr111,toluene,borderline,3.152,Cr-H,Cr59...H7,3.224,Cr-C,64,15,CH,Cr111_toluene.png
Cr111_valeric_acid,Cr111,valeric_acid,reasonable,2.822,Cr-H,Cr53...H3,3.338,Cr-C,64,17,CHO,Cr111_valeric_acid.png
Cu001_1-butene,Cu001,1-butene,reasonable,2.853,Cu-H,Cu54...H7,3.166,Cu-C,64,12,CH,Cu001_1-butene.png
Cu001_1-pentene,Cu001,1-pentene,reasonable,2.213,Cu-C,Cu64...C5,2.213,Cu-C,64,15,CH,Cu001_1-pentene.png
Cu001_2-pentanone,Cu001,2-pentanone,reasonable,2.035,Cu-O,Cu59...O1,2.035,Cu-O,64,16,CHO,Cu001_2-pentanone.png
Cu001_3-MTHF,Cu001,3-MTHF,reasonable,2.996,Cu-H,Cu55...H1,3.35,Cu-O,64,16,CHO,Cu001_3-MTHF.png
Cu001_3-hydroxypropionic_acid,Cu001,3-hydroxypropionic_acid,reasonable,2.125,Cu-O,Cu58...O2,2.125,Cu-O,64,12,CHO,Cu001_3-hydroxypropionic_acid.png
Cu001_5-HMF,Cu001,5-HMF,reasonable,2.078,Cu-O,Cu55...O2,2.078,Cu-O,64,15,CHO,Cu001_5-HMF.png
Cu001_5-heptanone,Cu001,5-heptanone,reasonable,2.022,Cu-O,Cu55...O1,2.022,Cu-O,64,22,CHO,Cu001_5-heptanone.png
Cu001_CO,Cu001,CO,reasonable,1.97,Cu-C,Cu60...C1,1.97,Cu-C,64,2,CO,Cu001_CO.png
Cu001_CO2,Cu001,CO2,borderline,3.54,Cu-O,Cu55...O1,3.54,Cu-O,64,3,CO,Cu001_CO2.png
Cu001_DME,Cu001,DME,reasonable,2.698,Cu-O,Cu55...O1,2.698,Cu-O,64,9,CHO,Cu001_DME.png
Cu001_H2O,Cu001,H2O,reasonable,2.162,Cu-O,Cu59...O1,2.162,Cu-O,64,3,HO,Cu001_H2O.png
Cu001_acetaldehyde,Cu001,acetaldehyde,reasonable,2.085,Cu-O,Cu58...O1,2.085,Cu-O,64,7,CHO,Cu001_acetaldehyde.png
Cu001_acetic_acid,Cu001,acetic_acid,reasonable,2.094,Cu-O,Cu63...O1,2.094,Cu-O,64,8,CHO,Cu001_acetic_acid.png
Cu001_benzene,Cu001,benzene,reasonable,2.181,Cu-C,Cu62...C5,2.181,Cu-C,64,12,CH,Cu001_benzene.png
Cu001_butadiene,Cu001,butadiene,reasonable,2.134,Cu-C,Cu59...C4,2.134,Cu-C,64,10,CH,Cu001_butadiene.png
