surface,molecule,functional,E_ads_DFT_SP,E_ads_ML_SP,delta_SP,ML_minus_SPE_minus_relaxed_DFT,E_ads_ML_relaxed_displayed,E_ads_DFT_relaxed_displayed,provenance,complex_directory
Cu110,methanol,pbe_d3,-0.23053566,-0.59,-0.35946434,-0.12746434,-0.59,-0.232,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_methanol/singlepoint/PBE_D3
Cu110,methanol,r2scan,-0.05583787,-0.59,-0.53416213,-0.38416213,-0.59,-0.15,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Cu110_methanol/singlepoint/r2scan
Cu110,methanol,beef_vdw,-0.924677,-0.592899,0.331778,,-0.59,,Previously published single-point result,
Cu110,propanol,pbe,-0.117314,-0.686764,-0.56945,,-0.69,,Previously published single-point result,
Cu110,propanol,pbe_d3,-0.837272,-0.686764,0.150508,-0.342728,-0.69,0.49,Previously published single-point result,
Cu110,propanol,r2scan,-0.383668,-0.686764,-0.303095,,-0.69,,Previously published single-point result,
Cu110,propanol,beef_vdw,-0.300962,-0.686764,-0.385802,,-0.69,,Previously published single-point result,
Cu110,propene,pbe,-0.371469,-0.635105,-0.263636,,-0.64,,Previously published single-point result,
Cu110,propene,pbe_d3,-1.008091,-0.635105,0.372986,0.018091,-0.64,0.35,Previously published single-point result,
Cu110,propene,r2scan,-0.443002,-0.635105,-0.192103,,-0.64,,Previously published single-point result,
Cu110,propene,beef_vdw,-0.537303,-0.635105,-0.097802,,-0.64,,Previously published single-point result,
Cu111,CO,pbe,-0.920254,-1.240349,-0.320094,,-1.24,,Previously published single-point result,
Cu111,CO,pbe_d3,-1.027625,-1.240349,-0.212724,-0.652375,-1.24,0.44,Previously published single-point result,
Cu111,CO,r2scan,-0.82369,-1.240349,-0.416659,-0.83631,-1.24,0.42,Previously published single-point result,
Cu111,CO,beef_vdw,-0.736633,-1.240349,-0.503716,,-1.24,,Previously published single-point result,
Cu111,CO2,pbe,-0.010411,-0.363129,-0.352718,,,,Previously published single-point result,
Cu111,CO2,r2scan,0.167776,-0.363129,-0.530904,,,,Previously published single-point result,
Cu111,CO2,beef_vdw,-0.167772,-0.363129,-0.195356,,,,Previously published single-point result,
Cu111,DME,pbe,-4.710881,-0.216393,4.494488,7.550881,-0.22,-3.06,Previously published single-point result,
Cu111,DME,r2scan,-0.133568,-0.216393,-0.082824,,-0.22,,Previously published single-point result,
Cu111,DME,beef_vdw,-0.390212,-0.216393,0.173819,,-0.22,,Previously published single-point result,
Cu111,H2O,pbe,-0.061705,-0.475266,-0.413561,,,1.547,Previously published single-point result,
Cu111,H2O,pbe_d3,-0.179189,-0.475266,-0.296076,,,1.162,Previously published single-point result,
Cu111,H2O,r2scan,0.093692,-0.475266,-0.568958,,,,Previously published single-point result,
Cu111,H2O,beef_vdw,-0.111128,-0.475266,-0.364137,,,,Previously published single-point result,
Cu111,acetaldehyde,pbe,-0.146179,-0.449894,-0.303715,,,1.451,Previously published single-point result,
Cu111,acetaldehyde,pbe_d3,-0.351275,-0.449894,-0.098619,,,1.086,Previously published single-point result,
Cu111,acetaldehyde,r2scan,-0.112176,-0.449894,-0.337717,,,,Previously published single-point result,
Cu111,acetaldehyde,beef_vdw,-0.310777,-0.449894,-0.139117,,,,Previously published single-point result,
Cu111,acetic_acid,pbe_d3,-7.163568,-0.590637,6.572931,,,,Previously published single-point result,
Cu111,acetic_acid,r2scan,-0.236629,-0.590637,-0.354009,,,,Previously published single-point result,
Cu111,acetic_acid,beef_vdw,-0.417439,-0.590637,-0.173198,,,,Previously published single-point result,
Cu111,ethane,pbe,-0.013995,-0.287235,-0.27324,,,1.593,Previously published single-point result,
Cu111,ethane,pbe_d3,-0.23571,-0.287235,-0.051525,,,1.149,Previously published single-point result,
Cu111,ethane,r2scan,0.138433,-0.287235,-0.425668,,,1.362,Previously published single-point result,
Cu111,ethane,beef_vdw,-0.225531,-0.287235,-0.061704,,,,Previously published single-point result,
Cu111,ethanol,pbe,-0.1086,-0.380516,-0.271916,,,1.493,Previously published single-point result,
Cu111,ethanol,pbe_d3,-0.361172,-0.380516,-0.019344,,,0.928,Previously published single-point result,
Cu111,ethanol,r2scan,-0.023369,-0.380516,-0.357147,,,,Previously published single-point result,
Cu111,ethanol,beef_vdw,-0.361951,-0.380516,-0.018565,,,,Previously published single-point result,
Cu111,ethene,pbe,-0.034001,-0.185497,-0.151497,,,1.569,Previously published single-point result,
Cu111,ethene,pbe_d3,-0.238362,-0.185497,0.052864,,,0.785,Previously published single-point result,
Cu111,ethene,r2scan,0.105018,-0.185497,-0.290515,,,,Previously published single-point result,
Cu111,ethene,beef_vdw,-0.231477,-0.185497,0.04598,,,,Previously published single-point result,
Cu111,formic_acid,pbe,-0.118972,-0.384293,-0.265321,,,,Previously published single-point result,
Cu111,formic_acid,pbe_d3,-0.313176,-0.384293,-0.071117,,,,Previously published single-point result,
Cu111,formic_acid,r2scan,0.01131,-0.384293,-0.395603,,,,Previously published single-point result,
Cu111,formic_acid,beef_vdw,-0.291699,-0.384293,-0.092594,,,,Previously published single-point result,
Cu111,isopropanol,pbe,-0.133719,-0.429443,-0.295724,,,,Previously published single-point result,
Cu111,isopropanol,pbe_d3,-0.518544,-0.429443,0.089101,,,,Previously published single-point result,
Cu111,isopropanol,r2scan,-0.087258,-0.429443,-0.342185,,,,Previously published single-point result,
Cu111,isopropanol,beef_vdw,-0.481753,-0.429443,0.05231,,,,Previously published single-point result,
Cu111,methanol,pbe,-0.157705,-0.358334,-0.200628,,,,Previously published single-point result,
Cu111,methanol,pbe_d3,-0.364171,-0.358334,0.005837,,,,Previously published single-point result,
Cu111,methanol,r2scan,-0.093147,-0.358334,-0.265187,,,,Previously published single-point result,
Cu111,methanol,beef_vdw,-0.33805,-0.358334,-0.020284,,,,Previously published single-point result,
Cu111,propane,pbe,-0.018806,-0.307564,-0.288758,,,,Previously published single-point result,
Cu111,propane,pbe_d3,-0.337663,-0.307564,0.0301,,,,Previously published single-point result,
Cu111,propane,r2scan,0.124226,-0.307564,-0.431789,,,,Previously published single-point result,
Cu111,propane,beef_vdw,-0.325533,-0.307564,0.017969,,,,Previously published single-point result,
Cu111,propanol,pbe,-0.169249,-0.438148,-0.268899,,,,Previously published single-point result,
Cu111,propanol,pbe_d3,-0.584975,-0.438148,0.146826,,,,Previously published single-point result,
Cu111,propanol,r2scan,-0.135156,-0.438148,-0.302992,,,,Previously published single-point result,
Cu111,propanol,beef_vdw,-0.515766,-0.438148,0.077618,,,,Previously published single-point result,
Cu111,propene,pbe,-0.044397,-0.206791,-0.162394,,,,Previously published single-point result,
Cu111,propene,pbe_d3,-0.29755,-0.206791,0.090759,,,,Previously published single-point result,
Cu111,propene,r2scan,0.099538,-0.206791,-0.306329,,,,Previously published single-point result,
Cu111,propene,beef_vdw,-0.30585,-0.206791,0.099059,,,,Previously published single-point result,
Ir100,CO,pbe,-2.15745469,-2.70,-0.54254531,1.68945469,-2.70,-2.232,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/PBE
Ir100,CO,pbe_d3,-2.39442956,-2.70,-0.30557044,2.18242956,-2.70,-2.488,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/PBE_D3
Ir100,CO,beef_vdw,-2.00209666,-2.70,-0.69790334,1.43309666,-2.70,-2.131,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO/singlepoint/beef_vdw
Ir100,CO2,pbe,0.03561155,-0.37,-0.40561155,-0.38161155,-0.37,-0.024,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO2/singlepoint/PBE
Ir100,CO2,beef_vdw,-0.17084479,-0.37,-0.19915521,0.06784479,-0.37,-0.267,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_CO2/singlepoint/beef_vdw
Ir100,DME,beef_vdw,0.37716513,-0.48,-0.85716513,-0.12116513,-0.48,-0.736,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_DME/singlepoint/beef_vdw
Ir100,H2O,pbe,-0.41398145,-0.86,-0.44601855,0.04198145,-0.86,-0.488,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/PBE
Ir100,H2O,pbe_d3,-0.61996892,-0.86,-0.24003108,0.46596892,-0.86,-0.706,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/PBE_D3
Ir100,H2O,beef_vdw,-0.37921914,-0.86,-0.48078086,0.06121914,-0.86,-0.542,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir100_H2O/singlepoint/beef_vdw
Ir100,acetaldehyde,pbe,0.51409420,-0.74,-1.25409420,-0.66809420,-0.74,-0.586,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE
Ir100,acetaldehyde,pbe_d3,0.04479533,-0.74,-0.78479533,0.16120467,-0.74,-0.946,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE_D3
Ir100,acetaldehyde,beef_vdw,0.26672549,-0.74,-1.00672549,-0.23672549,-0.74,-0.770,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/beef_vdw
Ir100,acetic_acid,beef_vdw,-0.65162812,-1.04,-0.38837188,0.51362812,-1.04,-0.902,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/beef_vdw
Ir100,ethane,pbe,0.61794039,-0.45,-1.06794039,-1.06494039,-0.45,-0.003,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE
Ir100,ethane,pbe_d3,0.14336327,-0.45,-0.59336327,-0.21036327,-0.45,-0.383,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE_D3
Ir100,ethane,beef_vdw,0.32009198,-0.45,-0.77009198,-0.45709198,-0.45,-0.313,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/beef_vdw
Ir100,ethanol,pbe,0.52756891,-0.79,-1.31756891,-0.78456891,-0.79,-0.533,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE
Ir100,ethanol,pbe_d3,-0.04929567,-0.79,-0.74070433,0.29029567,-0.79,-1.031,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE_D3
Ir100,ethanol,beef_vdw,0.21048422,-0.79,-1.00048422,-0.17248422,-0.79,-0.828,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/beef_vdw
Ir100,ethene,pbe,-1.40269005,-2.16,-0.75730995,0.64969005,-2.16,-1.407,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE
Ir100,ethene,pbe_d3,-1.85974065,-2.16,-0.30025935,1.63674065,-2.16,-1.937,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE_D3
Ir100,ethene,beef_vdw,-1.44245721,-2.16,-0.71754279,0.66345721,-2.16,-1.381,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/beef_vdw
Ir100,formic_acid,pbe,-0.44083117,-1.02,-0.57916883,0.08083117,-1.02,-0.660,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE
Ir100,formic_acid,pbe_d3,-0.82552818,-1.02,-0.19447182,0.83752818,-1.02,-1.032,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE_D3
Ir100,formic_acid,beef_vdw,-0.46789987,-1.02,-0.55210013,0.24489987,-1.02,-0.797,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/beef_vdw
Ir100,methanol,pbe,0.30390082,-0.77,-1.07390082,-0.53890082,-0.77,-0.535,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE
Ir100,methanol,pbe_d3,-0.09271323,-0.77,-0.67728677,0.23471323,-0.77,-0.912,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE_D3
Ir100,methanol,beef_vdw,0.12622010,-0.77,-0.89622010,-0.15022010,-0.77,-0.746,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/beef_vdw
Ir110,CO,pbe,-2.15308254,-2.77,-0.61691746,1.70508254,-2.77,-2.322,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE
Ir110,CO,pbe_d3,-2.35561889,-2.77,-0.41438111,2.11761889,-2.77,-2.532,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE_D3
Ir110,CO,r2scan,-1.94148896,-2.77,-0.82851104,1.29148896,-2.77,-2.12,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/r2scan
Ir110,CO,beef_vdw,-2.04939756,-2.77,-0.72060244,1.48839756,-2.77,-2.209,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/beef_vdw
Ir110,CO2,pbe,0.01425020,-0.43,-0.44425020,-0.40325020,-0.43,-0.041,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/PBE
Ir110,CO2,r2scan,-0.05935679,-0.43,-0.37064321,-0.25064321,-0.43,-0.120,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/r2scan
Ir110,CO2,beef_vdw,-0.26629535,-0.43,-0.16370465,0.14329535,-0.43,-0.307,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/beef_vdw
Ir110,DME,r2scan,0.84180753,-0.64,-1.48180753,-0.73080753,-0.64,-0.751,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/r2scan
Ir110,DME,beef_vdw,0.61368417,-0.64,-1.25368417,-0.30168417,-0.64,-0.952,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/beef_vdw
Ir110,H2O,pbe,-0.54752177,-1.01,-0.46247823,0.14952177,-1.01,-0.612,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/PBE
Ir110,H2O,pbe_d3,-0.75145248,-1.01,-0.25854752,0.60045248,-1.01,-0.859,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/PBE_D3
Ir110,H2O,r2scan,-0.58865002,-1.01,-0.42134998,0.32265002,-1.01,-0.744,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/r2scan
Ir110,H2O,beef_vdw,-0.59913210,-1.01,-0.41086790,0.27513210,-1.01,-0.686,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/beef_vdw
Ir110,acetaldehyde,pbe,-0.52793182,-0.84,-0.31206818,0.47593182,-0.84,-0.788,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/PBE
Ir110,acetaldehyde,pbe_d3,-1.05708533,-0.84,0.21708533,1.33408533,-0.84,-1.117,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/PBE_D3
Ir110,acetaldehyde,r2scan,-0.66088717,-0.84,-0.17911283,0.68888717,-0.84,-0.868,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/r2scan
Ir110,acetaldehyde,beef_vdw,-0.66889145,-0.84,-0.17110855,0.77889145,-0.84,-0.950,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetaldehyde/singlepoint/beef_vdw
Ir110,acetic_acid,beef_vdw,0.80917882,-0.95,-1.75917882,-0.65217882,-0.95,-1.107,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_acetic_acid/singlepoint/beef_vdw
Ir110,ethane,pbe,0.67877440,-0.51,-1.18877440,-1.10977440,-0.51,-0.079,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/PBE
Ir110,ethane,pbe_d3,0.10514699,-0.51,-0.61514699,0.01685301,-0.51,-0.632,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/PBE_D3
Ir110,ethane,r2scan,0.65708231,-0.51,-1.16708231,-0.97908231,-0.51,-0.188,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/r2scan
Ir110,ethane,beef_vdw,0.42668156,-0.51,-0.93668156,-0.52468156,-0.51,-0.412,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethane/singlepoint/beef_vdw
Ir110,ethanol,pbe,0.92711510,-0.95,-1.87711510,-1.17611510,-0.95,-0.701,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/PBE
Ir110,ethanol,pbe_d3,0.32551478,-0.95,-1.27551478,-0.06451478,-0.95,-1.211,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/PBE_D3
Ir110,ethanol,r2scan,0.89356703,-0.95,-1.84356703,-0.96456703,-0.95,-0.879,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/r2scan
Ir110,ethanol,beef_vdw,0.65731867,-0.95,-1.60731867,-0.58431867,-0.95,-1.023,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethanol/singlepoint/beef_vdw
Ir110,ethene,pbe,-1.59519830,-2.25,-0.65480170,1.14919830,-2.25,-1.804,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethene/singlepoint/PBE
Ir110,ethene,pbe_d3,-2.00179336,-2.25,-0.24820664,1.93679336,-2.25,-2.185,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethene/singlepoint/PBE_D3
Ir110,ethene,r2scan,-1.70699959,-2.25,-0.54300041,1.33499959,-2.25,-1.878,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethene/singlepoint/r2scan
Ir110,ethene,beef_vdw,-1.72469031,-2.25,-0.52530969,1.35069031,-2.25,-1.876,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_ethylene/singlepoint/beef_vdw
Ir111,ethane,pbe,0.10152203,-0.38,-0.48152203,-0.47652203,-0.38,-0.005,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/PBE
Ir111,ethane,pbe_d3,-0.09655536,-0.38,-0.28344464,0.06255536,-0.38,-0.346,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/PBE_D3
Ir111,ethane,r2scan,0.15574542,-0.38,-0.53574542,-0.46274542,-0.38,-0.073,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/r2scan
Ir111,ethane,beef_vdw,-0.25091594,-0.38,-0.12908406,0.18491594,-0.38,-0.314,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111/singlepoint/beef_vdw
Ir111,ethene,pbe,-0.70634766,-1.37,-0.66365234,0.13034766,-1.37,-0.794,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/PBE
Ir111,ethene,pbe_d3,-0.97690933,-1.37,-0.39309067,0.86890933,-1.37,-1.262,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/PBE_D3
Ir111,ethene,r2scan,-0.79731384,-1.37,-0.57268616,0.48831384,-1.37,-1.061,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/r2scan
Ir111,ethene,beef_vdw,-0.92279659,-1.37,-0.44720341,0.55879659,-1.37,-1.006,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir111/singlepoint/beef_vdw
Pd100,CO2,pbe,-0.012082,-0.471163,-0.459081,-0.067918,-0.47,-0.39,Previously published single-point result,
Pd100,CO2,r2scan,-0.011999,-0.471163,-0.459164,0.181999,-0.47,-0.64,Previously published single-point result,
Pd100,CO2,beef_vdw,-0.186887,-0.471163,-0.284276,,-0.47,,Previously published single-point result,
Pd100,ethane,pbe,0.286291,-0.513893,-0.800184,-0.376291,-0.51,-0.42,Previously published single-point result,
Pd100,ethane,pbe_d3,0.009317,-0.513893,-0.52321,0.260683,-0.51,-0.78,Previously published single-point result,
Pd100,ethane,r2scan,0.124356,-0.513893,-0.638249,0.055644,-0.51,-0.69,Previously published single-point result,
Pd100,ethane,beef_vdw,0.068808,-0.513893,-0.582701,,-0.51,,Previously published single-point result,
Pd100,ethanol,pbe,0.082037,-0.706497,-0.788534,-0.142037,-0.71,-0.65,Previously published single-point result,
Pd100,ethanol,pbe_d3,-0.269482,-0.706497,-0.437015,0.659482,-0.71,-1.10,Previously published single-point result,
Pd100,ethanol,r2scan,-0.077738,-0.706497,-0.628759,0.397738,-0.71,-1.03,Previously published single-point result,
Pd100,ethanol,beef_vdw,-0.150614,-0.706497,-0.555884,,-0.71,,Previously published single-point result,
Pd100,ethene,pbe,-0.730604,-1.439617,-0.709013,0.343604,-1.44,-1.053,Previously published single-point result,
Pd100,ethene,pbe_d3,-1.014044,-1.439617,-0.425573,1.052044,-1.44,-1.478,Previously published single-point result,
Pd100,ethene,r2scan,-0.921841,-1.439617,-0.517776,0.861841,-1.44,-1.380,Previously published single-point result,
Pd100,ethene,beef_vdw,-0.775326,-1.439617,-0.664291,,-1.44,,Previously published single-point result,
Pd100,glycerol,pbe,0.059747,-0.945259,-1.005006,-0.199747,-0.95,-0.81,Previously published single-point result,
Pd100,glycerol,pbe_d3,-0.549666,-0.945259,-0.395593,1.199666,-0.95,-1.60,Previously published single-point result,
Pd100,glycerol,r2scan,-0.171535,-0.945259,-0.773724,0.561535,-0.95,-1.34,Previously published single-point result,
Pd100,glycerol,beef_vdw,-0.395725,-0.945259,-0.549534,,-0.95,,Previously published single-point result,
Pd100,isopropanol,pbe,0.163967,-0.819695,-0.983662,-0.303967,-0.82,-0.68,Previously published single-point result,
Pd100,isopropanol,pbe_d3,-0.274793,-0.819695,-0.544902,0.724793,-0.82,-1.27,Previously published single-point result,
Pd100,isopropanol,r2scan,-0.022033,-0.819695,-0.797661,0.312033,-0.82,-1.11,Previously published single-point result,
Pd100,isopropanol,beef_vdw,-0.169847,-0.819695,-0.649847,,-0.82,,Previously published single-point result,
Pd100,propane,pbe,0.30172,-0.618076,-0.919796,-0.49172,-0.62,-0.43,Previously published single-point result,
Pd100,propane,pbe_d3,-0.110862,-0.618076,-0.507214,0.400862,-0.62,-0.91,Previously published single-point result,
Pd100,propane,r2scan,0.091393,-0.618076,-0.709469,0.068607,-0.62,-0.78,Previously published single-point result,
Pd100,propane,beef_vdw,-0.035149,-0.618076,-0.582928,,-0.62,,Previously published single-point result,
Pd100,propanol,pbe,0.201573,-0.796852,-0.998426,-0.311573,-0.80,-0.69,Previously published single-point result,
Pd100,propanol,pbe_d3,-0.265708,-0.796852,-0.531144,0.715708,-0.80,-1.25,Previously published single-point result,
Pd100,propanol,r2scan,-0.012474,-0.796852,-0.784378,0.312474,-0.80,-1.10,Previously published single-point result,
